openTimeMs,open,high,low,close,volume,closeTimeMs,quoteAssetVolume,tradeCount,takerBuyBaseVolume,takerBuyQuoteVolume,ignore
1773014400000,65971.20000000,67668.64000000,65821.97000000,67205.05000000,5224.01016000,1773028799999,347784581.64341040,1087077,2534.93735000,168857114.49048060,0
1773028800000,67205.06000000,68069.29000000,66853.48000000,67555.13000000,3826.34806000,1773043199999,258129347.75148940,692977,2063.26244000,139256346.03232550,0
1773043200000,67555.13000000,68460.09000000,67344.45000000,67764.98000000,4105.57826000,1773057599999,278379482.65124580,718299,2010.64949000,136345256.78180260,0
1773057600000,67764.99000000,69480.00000000,67759.57000000,68863.66000000,7802.97956000,1773071999999,537339607.90506170,1244185,3849.41880000,265059294.90529270,0
1773072000000,68863.67000000,69516.65000000,68179.12000000,68991.93000000,5039.37719000,1773086399999,346548555.52656580,935516,2185.58217000,150378935.26399960,0
1773086400000,68991.93000000,69145.28000000,68384.69000000,68432.16000000,2898.42807000,1773100799999,199440475.97190710,415613,1457.60353000,100298825.44200540,0
1773100800000,68432.16000000,70578.29000000,68391.41000000,69429.85000000,5314.57270000,1773115199999,369613710.45706100,817125,2727.45956000,189568874.39437180,0
1773115200000,69429.85000000,70546.74000000,69429.85000000,70406.01000000,4907.28195000,1773129599999,343839408.75531360,597064,2519.38422000,176597118.27389440,0
1773129600000,70406.01000000,71300.00000000,70369.00000000,70580.94000000,6270.51730000,1773143999999,444063485.74804110,668271,3372.61332000,238812796.54185470,0
1773144000000,70580.95000000,71777.00000000,69266.06000000,71346.16000000,7000.10748000,1773158399999,494238684.21025840,1454207,3520.28027000,248797318.11242400,0
1773158400000,71346.17000000,71700.00000000,69739.00000000,70043.63000000,5504.97942000,1773172799999,388867513.73298330,1185168,2667.85363000,188428924.61297650,0
1773172800000,70043.63000000,70417.30000000,69452.42000000,69948.63000000,3605.11841000,1773187199999,251902818.53686310,454229,1646.23739000,115033935.16492400,0
1773187200000,69948.64000000,70173.25000000,69488.70000000,69551.91000000,4402.46797000,1773201599999,307602594.06606550,541646,2422.90837000,169306592.03979820,0
1773201600000,69551.91000000,70281.87000000,69420.00000000,69648.29000000,3080.54464000,1773215999999,214905414.70212610,446569,1773.37736000,123729118.33906390,0
1773216000000,69648.28000000,69786.32000000,69150.28000000,69173.00000000,3538.73168000,1773230399999,246139697.33791690,522532,1926.80341000,134040369.68308680,0
1773230400000,69172.99000000,71091.18000000,68977.91000000,70227.91000000,7789.43505000,1773244799999,546631398.52511750,1702330,3802.83902000,266980498.68289800,0
1773244800000,70227.92000000,71321.00000000,70161.78000000,70641.82000000,5738.49617000,1773259199999,405798492.04198710,1074254,2855.34463000,201959735.38235450,0
1773259200000,70641.81000000,70950.00000000,70125.83000000,70191.86000000,2699.59991000,1773273599999,190222999.56095470,472524,1234.04336000,86955491.47252110,0
