openTimeMs,open,high,low,close,volume,closeTimeMs,quoteAssetVolume,tradeCount,takerBuyBaseVolume,takerBuyQuoteVolume,ignore
1766534400000,87486.00000000,87839.66000000,86863.88000000,87336.23000000,1598.88886000,1766548799999,139723636.27323550,520006,795.04089000,69498556.20325420,0
1766548800000,87336.23000000,87458.54000000,86796.65000000,86911.53000000,1349.63742000,1766563199999,117515634.91029660,363758,736.56518000,64148825.99739830,0
1766563200000,86911.53000000,87359.59000000,86724.05000000,87203.94000000,1188.37005000,1766577599999,103429956.35400380,325876,647.33616000,56350350.22400220,0
1766577600000,87203.94000000,87478.59000000,86420.00000000,87049.99000000,2300.52897000,1766591999999,200227835.71629010,818068,1057.57703000,92051510.66026130,0
1766592000000,87050.00000000,87670.00000000,86917.25000000,87566.06000000,1746.44928000,1766606399999,152570882.61171460,611177,841.63648000,73508097.45375650,0
1766606400000,87566.07000000,88049.89000000,87516.77000000,87669.45000000,956.96862000,1766620799999,83992580.60830560,238354,465.11757000,40828349.86593010,0
1766620800000,87669.44000000,87967.50000000,87508.52000000,87840.42000000,652.86225000,1766635199999,57281975.46906110,232606,319.22600000,28010997.50610020,0
1766635200000,87840.42000000,87862.20000000,87661.17000000,87837.59000000,568.68423000,1766649599999,49911834.73983660,163730,268.14235000,23534446.28828280,0
1766649600000,87837.59000000,87888.00000000,87251.60000000,87519.44000000,1203.75216000,1766663999999,105324203.19623190,309310,638.30940000,55848550.81800350,0
1766664000000,87519.45000000,88592.74000000,87398.78000000,88371.27000000,1933.47252000,1766678399999,170049070.36649000,458518,937.79316000,82481337.95816670,0
1766678400000,88371.27000000,88478.00000000,87993.21000000,88151.18000000,1039.54656000,1766692799999,91715453.00730070,318589,363.16358000,32032399.38472350,0
1766692800000,88151.19000000,88167.65000000,86934.72000000,87225.27000000,1698.26463000,1766707199999,148687916.87084440,509419,864.32259000,75683396.76802740,0
1766707200000,87225.27000000,89440.00000000,86891.70000000,88844.87000000,4964.62578000,1766721599999,440136115.03657000,1156160,2893.89677000,256665800.25954520,0
1766721600000,88844.88000000,89567.75000000,88347.45000000,88470.75000000,3154.47608000,1766735999999,280602305.84000120,561031,1526.58906000,135848924.88397170,0
1766736000000,88470.75000000,88918.59000000,88414.81000000,88533.42000000,1250.32549000,1766750399999,110927289.51485930,454317,566.79396000,50289992.75766600,0
1766750400000,88533.43000000,89050.00000000,86655.08000000,87137.81000000,5932.37434000,1766764799999,519288807.73948370,1313391,2387.08473000,209049539.56114850,0
1766764800000,87137.81000000,87580.29000000,86818.18000000,87501.83000000,1940.76351000,1766779199999,169312314.08879200,724963,989.66696000,86354498.99381750,0
1766779200000,87501.83000000,87792.70000000,87321.40000000,87369.56000000,1102.04985000,1766793599999,96455283.41693980,299620,482.77465000,42256121.26875750,0
1766793600000,87369.56000000,87532.00000000,87253.05000000,87514.22000000,675.35016000,1766807999999,59033918.00641510,144399,281.44121000,24601790.40788780,0
1766808000000,87514.23000000,87702.00000000,87417.93000000,87539.26000000,515.35353000,1766822399999,45098842.62531550,126334,252.08790000,22061891.83428960,0
1766822400000,87539.26000000,87677.00000000,87370.73000000,87475.98000000,1077.75463000,1766836799999,94371773.20562620,203278,521.01795000,45618001.15631530,0
1766836800000,87475.99000000,87589.99000000,87308.05000000,87551.25000000,749.39054000,1766851199999,65545804.52972370,164504,237.17487000,20746636.05045930,0
1766851200000,87551.26000000,87591.00000000,87442.08000000,87569.39000000,566.59122000,1766865599999,49589439.85477370,120742,321.99177000,28180390.85597560,0
1766865600000,87569.39000000,87984.00000000,87499.99000000,87877.01000000,885.11148000,1766879999999,77634427.05258180,198279,452.01035000,39651770.93431480,0
1766880000000,87877.00000000,87961.37000000,87705.97000000,87740.01000000,672.08653000,1766894399999,59020193.86226640,171873,300.15109000,26360278.38899690,0
1766894400000,87740.00000000,87837.99000000,87614.79000000,87730.85000000,442.23022000,1766908799999,38793569.16635900,147395,235.63871000,20672232.44937790,0
1766908800000,87730.86000000,88010.00000000,87720.00000000,87883.25000000,760.04376000,1766923199999,66780892.09906810,199732,395.72913000,34773141.39396090,0
1766923200000,87883.25000000,88088.75000000,87794.86000000,87836.27000000,821.25662000,1766937599999,72207877.95763210,201212,393.69996000,34619598.96778970,0
1766937600000,87836.27000000,87931.59000000,87500.26000000,87520.75000000,881.83702000,1766951999999,77324955.18195350,239536,428.86264000,37607426.55469580,0
1766952000000,87520.75000000,88049.53000000,87435.00000000,87952.71000000,868.83870000,1766966399999,76199810.88299720,281678,476.67063000,41809450.43259310,0
1766966400000,87952.71000000,90169.06000000,87813.17000000,90123.55000000,4759.05691000,1766980799999,424102116.69681460,1089924,2545.39022000,226810391.14443590,0
1766980800000,90123.55000000,90406.08000000,89507.03000000,89617.71000000,3502.98691000,1766995199999,315179304.71910260,585938,1477.24077000,132913378.49185340,0
1766995200000,89617.71000000,89825.01000000,87567.65000000,87567.66000000,4608.77018000,1767009599999,408418166.96090160,868208,2461.25664000,218142362.64166180,0
1767009600000,87567.65000000,88190.71000000,86806.50000000,87691.62000000,4178.35066000,1767023999999,365414523.08841770,1229726,2175.09457000,190241007.87308900,0
1767024000000,87691.62000000,87996.22000000,87312.34000000,87366.23000000,1457.68333000,1767038399999,127737514.00281070,655328,686.37366000,60149848.08310090,0
1767038400000,87366.23000000,87597.59000000,87071.49000000,87237.13000000,1388.13776000,1767052799999,121160367.56974810,364465,733.74516000,64041247.14136100,0
1767052800000,87237.13000000,87423.65000000,86845.66000000,87379.00000000,1520.57005000,1767067199999,132542172.22380940,451421,641.49101000,55945117.50571430,0
1767067200000,87378.99000000,87600.00000000,87157.07000000,87502.85000000,1077.59137000,1767081599999,94204221.71134510,269750,621.33351000,54322957.26554820,0
1767081600000,87502.85000000,88224.76000000,87502.84000000,87903.89000000,2468.25039000,1767095999999,216982206.29994770,533361,1211.55538000,106521026.42384510,0
1767096000000,87903.89000000,89159.52000000,87834.01000000,89016.35000000,3882.44573000,1767110399999,343157806.76045860,1101973,1996.52555000,176446624.26192940,0
1767110400000,89016.36000000,89400.00000000,87960.20000000,88226.16000000,2912.38545000,1767124799999,258295334.60660670,852811,1384.62362000,122765218.42066120,0
1767124800000,88226.15000000,88573.65000000,87886.46000000,88485.49000000,1244.66702000,1767139199999,109834662.87650780,332860,706.03182000,62302443.52484520,0
1767139200000,88485.50000000,88819.80000000,88172.15000000,88453.04000000,1131.98072000,1767153599999,100222110.90526390,386708,590.71723000,52299153.38120160,0
1767153600000,88453.04000000,88638.76000000,88325.06000000,88613.12000000,972.41187000,1767167999999,86051723.97364680,200993,410.00117000,36282048.85537000,0
1767168000000,88613.11000000,89046.60000000,88393.52000000,89011.52000000,1674.66744000,1767182399999,148657365.01099600,320897,728.74170000,64697886.92506500,0
1767182400000,89011.51000000,89200.00000000,87766.59000000,87953.97000000,3261.85615000,1767196799999,288734253.88850240,907098,1434.04688000,126929697.60419830,0
1767196800000,87953.97000000,88053.49000000,87400.41000000,87541.85000000,2936.14316000,1767211199999,257516516.92382250,751545,1492.25723000,130873226.06550710,0
1767211200000,87541.85000000,87879.04000000,87250.00000000,87648.22000000,1581.56113000,1767225599999,138564864.57729520,330155,776.26987000,68022964.13320690,0
1767225600000,87648.21000000,88088.10000000,87632.74000000,87846.02000000,833.74412000,1767239999999,73283686.93587010,215223,468.64517000,41189469.86134440,0
1767240000000,87846.01000000,87854.81000000,87550.43000000,87631.88000000,1108.52485000,1767254399999,97161465.09495060,194935,510.38550000,44733868.01333040,0
1767254400000,87631.88000000,88024.64000000,87631.87000000,88024.64000000,819.82493000,1767268799999,72010111.09863410,177638,368.39485000,32353028.65019390,0
1767268800000,88024.64000000,88113.45000000,87810.66000000,88032.18000000,1005.89204000,1767283199999,88469246.41296720,251384,517.36184000,45499838.47775050,0
1767283200000,88032.17000000,88500.00000000,87879.03000000,88391.15000000,1140.33499000,1767297599999,100594181.64019700,326168,548.99644000,48430444.29838030,0
1767297600000,88391.16000000,88919.45000000,88240.00000000,88839.04000000,1371.25040000,1767311999999,121472944.10848120,283933,709.86156000,62883427.98738220,0
1767312000000,88839.05000000,89120.01000000,88379.88000000,88950.65000000,1615.06136000,1767326399999,143387685.48031330,440902,874.98341000,77690405.51174860,0
1767326400000,88950.64000000,89079.44000000,88576.56000000,88857.61000000,1190.31720000,1767340799999,105750635.99137620,327007,546.94110000,48592973.35953890,0
1767340800000,88857.60000000,89942.44000000,88758.94000000,89502.95000000,3334.56621000,1767355199999,298340380.42890670,598274,1576.75385000,141067110.92410870,0
1767355200000,89502.94000000,90135.00000000,88459.96000000,89418.11000000,4573.84370000,1767369599999,408826981.10515860,1544958,2331.39319000,208448047.63681500,0
1767369600000,89418.10000000,90961.81000000,89205.92000000,89897.23000000,5155.47201000,1767383999999,465168607.72190830,1670556,2728.26341000,246188729.24077450,0
1767384000000,89897.23000000,90400.00000000,89636.77000000,89995.13000000,1527.71253000,1767398399999,137484570.15942440,428514,871.01951000,78393007.29103290,0
1767398400000,89995.14000000,90418.32000000,89966.48000000,90321.22000000,1026.19409000,1767412799999,92549932.08761980,270331,622.91098000,56180449.39960540,0
1767412800000,90321.23000000,90480.62000000,89314.01000000,89577.13000000,1777.41680000,1767427199999,159695561.08809440,390379,794.93339000,71410002.03186570,0
1767427200000,89577.13000000,89982.11000000,89420.75000000,89752.74000000,1301.10920000,1767441599999,116769331.16783420,316613,741.73499000,66578569.04321050,0
1767441600000,89752.75000000,90249.99000000,89664.93000000,89969.31000000,1115.15116000,1767455999999,100357970.78005360,273960,611.89371000,55062100.54463770,0
1767456000000,89969.31000000,90219.67000000,89918.59000000,90123.77000000,516.07827000,1767470399999,46497756.90847330,173286,260.05087000,23430141.66416790,0
1767470400000,90123.76000000,90741.16000000,90017.23000000,90628.01000000,1321.51764000,1767484799999,119644221.57729020,259645,760.19689000,68818290.61809560,0
1767484800000,90628.01000000,91610.17000000,90628.00000000,91236.78000000,2719.43418000,1767499199999,248098243.07075030,607982,1426.64991000,130122544.92856790,0
1767499200000,91236.78000000,91810.00000000,91183.15000000,91532.00000000,1833.66412000,1767513599999,167749873.26711870,370997,983.89800000,90011198.87597950,0
1767513600000,91532.00000000,91620.50000000,91174.46000000,91300.00000000,2596.25909000,1767527999999,237289998.61081970,400130,1224.08955000,111905017.82824120,0
1767528000000,91300.01000000,91419.22000000,91014.10000000,91334.94000000,1316.31831000,1767542399999,120080135.70371720,314380,676.15997000,61680493.48430730,0
1767542400000,91334.94000000,91455.90000000,90863.47000000,91138.07000000,1140.52954000,1767556799999,104012445.88746200,300008,534.59591000,48757242.53833930,0
1767556800000,91138.06000000,91590.00000000,91132.00000000,91529.73000000,820.32446000,1767571199999,74930283.98134050,213540,475.60055000,43442173.93658470,0
1767571200000,91529.74000000,93388.00000000,91514.81000000,92878.22000000,5548.56251000,1767585599999,513721467.35895660,837098,3261.94288000,302022337.07086960,0
1767585600000,92878.22000000,92947.87000000,92155.00000000,92520.63000000,1838.86690000,1767599999999,170178171.53146230,392945,719.91453000,66633932.00508740,0
1767600000000,92520.63000000,93151.00000000,92320.17000000,93134.26000000,2498.18846000,1767614399999,231730879.19592330,545915,1218.65550000,113099105.15282610,0
1767614400000,93134.25000000,94000.00000000,92407.13000000,93957.73000000,4224.09624000,1767628799999,394107747.10316690,1498032,2239.84943000,209095125.13163690,0
1767628800000,93957.74000000,94500.00000000,93250.00000000,94303.40000000,4190.38211000,1767643199999,394024280.01035540,1421808,2218.58389000,208678560.63980680,0
1767643200000,94303.40000000,94789.08000000,93800.00000000,93859.71000000,2373.49962000,1767657599999,223692698.34821150,789691,1234.02327000,116329691.93147600,0
1767657600000,93859.71000000,94161.86000000,93529.18000000,93769.24000000,1527.94713000,1767671999999,143284896.66976830,600963,660.32897000,61934091.80542420,0
1767672000000,93769.25000000,94000.00000000,93137.98000000,93255.08000000,2037.39443000,1767686399999,190731799.04268540,486634,845.69944000,79191705.82713470,0
1767686400000,93255.08000000,93895.00000000,93167.29000000,93840.00000000,1360.24604000,1767700799999,127219766.70233730,398212,758.34694000,70937073.97216120,0
1767700800000,93839.99000000,94444.44000000,93352.01000000,93648.99000000,3747.64759000,1767715199999,351851985.86932190,1240205,1760.24950000,165333340.46033670,0
1767715200000,93649.00000000,93775.60000000,91262.94000000,92104.50000000,6154.50415000,1767729599999,568541953.05716410,1445150,2330.69871000,215192887.40793860,0
1767729600000,92104.49000000,93845.03000000,92098.29000000,93747.97000000,3718.67895000,1767743999999,346415140.95709800,847522,1753.49801000,163409093.92396780,0
1767744000000,93747.97000000,93747.97000000,92236.07000000,92815.83000000,2673.21579000,1767758399999,248171557.93449730,791931,1112.08115000,103209870.03240450,0
1767758400000,92815.83000000,92930.35000000,92500.00000000,92879.13000000,1043.57297000,1767772799999,96774710.88613910,318478,518.99965000,48136267.86647050,0
1767772800000,92879.14000000,92961.53000000,91600.00000000,92087.21000000,2601.79745000,1767787199999,239581112.29346980,570714,1184.98781000,109078445.29249350,0
1767787200000,92087.21000000,92299.40000000,91024.00000000,91349.96000000,3623.32777000,1767801599999,332108178.15905240,1172188,1829.74858000,167763612.05242320,0
1767801600000,91349.95000000,91790.00000000,90675.52000000,91186.07000000,2653.80915000,1767815999999,242047959.56152180,961726,1162.73994000,106062988.81099350,0
1767816000000,91186.07000000,91489.60000000,90778.32000000,91364.16000000,1680.76712000,1767830399999,153223434.14029320,525215,906.31241000,82638282.09341240,0
1767830400000,91364.16000000,91687.99000000,90616.36000000,90813.40000000,1794.84191000,1767844799999,163576940.88635920,566090,841.95402000,76782878.61680850,0
1767844800000,90813.40000000,91188.00000000,89641.84000000,90548.02000000,3107.77644000,1767859199999,280939164.45360610,743009,1427.61842000,129064735.56760270,0
1767859200000,90548.02000000,90917.22000000,89777.25000000,90226.77000000,2431.28077000,1767873599999,219513289.13294460,769596,1099.49121000,99276538.71882320,0
1767873600000,90226.77000000,90847.52000000,89311.00000000,90781.57000000,4384.25882000,1767887999999,394726196.33727550,1287084,2490.76537000,224302294.28398570,0
1767888000000,90781.57000000,91469.00000000,90312.89000000,90937.41000000,2656.58930000,1767902399999,241747417.33085300,1003195,1320.54723000,120177406.02452350,0
1767902400000,90937.42000000,91493.00000000,90568.11000000,91099.99000000,1758.04393000,1767916799999,160119493.06634980,554498,1011.69949000,92164823.76344780,0
1767916800000,91100.00000000,91632.10000000,90850.00000000,91220.23000000,1573.86844000,1767931199999,143539695.13636590,484333,838.80137000,76517374.31982040,0
1767931200000,91220.24000000,91236.72000000,90738.34000000,90741.84000000,1493.55612000,1767945599999,135891241.08872490,315027,613.84951000,55873513.22460370,0
1767945600000,90741.85000000,90843.77000000,89694.66000000,90463.11000000,2586.72373000,1767959999999,233764925.17116990,583927,1321.22306000,119407610.34235400,0
1767960000000,90463.12000000,92082.55000000,89850.00000000,91176.47000000,5694.36060000,1767974399999,517909140.42160240,1412867,3433.66926000,312563519.30596750,0
1767974400000,91176.48000000,91783.32000000,90190.00000000,90332.15000000,2962.09045000,1767988799999,269968099.03470660,959731,1476.48920000,134645612.63302800,0
1767988800000,90332.14000000,90732.01000000,90113.87000000,90641.28000000,1279.68005000,1768003199999,115834079.33447850,399818,828.40030000,74992109.41176000,0
1768003200000,90641.27000000,90782.23000000,90527.99000000,90626.14000000,528.98968000,1768017599999,47953156.10890200,139381,230.85112000,20927200.11173470,0
1768017600000,90626.15000000,90682.70000000,90408.23000000,90678.50000000,491.62648000,1768031999999,44519778.66107810,128891,237.49201000,21508982.76117280,0
1768032000000,90678.50000000,90832.00000000,90618.28000000,90723.86000000,647.39632000,1768046399999,58733899.42495010,150291,411.61228000,37342627.87919980,0
1768046400000,90723.87000000,90788.78000000,90538.46000000,90665.75000000,414.48163000,1768060799999,37576099.82111680,122126,183.45599000,16631580.40527290,0
1768060800000,90665.76000000,90746.00000000,90504.55000000,90626.54000000,530.14761000,1768075199999,48045037.46756090,93917,258.02975000,23384743.45946860,0
1768075200000,90626.54000000,90659.03000000,90404.00000000,90504.70000000,491.47550000,1768089599999,44493403.99669020,131751,230.53268000,20869624.79273810,0
1768089600000,90504.70000000,90737.95000000,90451.10000000,90733.50000000,463.88039000,1768103999999,42051077.89090560,124999,269.94224000,24473752.22536600,0
1768104000000,90733.49000000,90850.00000000,90585.34000000,90710.79000000,546.84342000,1768118399999,49620691.89734780,110833,242.95420000,22045838.49489630,0
1768118400000,90710.80000000,90816.00000000,90610.27000000,90754.99000000,694.37617000,1768132799999,63005915.23241750,134305,369.67722000,33545318.65357380,0
