openTime,close,high,low
1763427600000,91714.29000000,92221.01000000,91624.50000000
1763431200000,90866.01000000,91750.00000000,90687.42000000
1763434800000,90842.72000000,90927.69000000,89700.00000000
1763438400000,90081.90000000,90851.66000000,89253.78000000
1763442000000,90221.33000000,90469.14000000,89719.63000000
1763445600000,89651.30000000,90233.16000000,89371.12000000
1763449200000,90512.10000000,90555.88000000,89337.39000000
1763452800000,91220.00000000,91440.00000000,90509.79000000
1763456400000,91400.01000000,91487.58000000,90889.93000000
1763460000000,91585.02000000,91617.17000000,91256.80000000
1763463600000,91517.82000000,91615.43000000,91247.56000000
1763467200000,91518.54000000,91878.11000000,91110.00000000
1763470800000,91476.56000000,91659.94000000,90905.70000000
1763474400000,91359.29000000,92450.23000000,91206.52000000
1763478000000,92910.10000000,93049.91000000,91010.00000000
1763481600000,93499.16000000,93836.01000000,92579.23000000
1763485200000,93256.92000000,93657.15000000,92821.26000000
1763488800000,93331.08000000,93766.00000000,93151.04000000
1763492400000,93195.61000000,93612.00000000,92994.88000000
1763496000000,92783.36000000,93298.00000000,92657.25000000
1763499600000,92491.59000000,93030.00000000,92462.72000000
1763503200000,93160.00000000,93423.74000000,92491.59000000
1763506800000,92960.83000000,93163.34000000,92727.27000000
1763510400000,92416.51000000,92980.22000000,91929.86000000
1763514000000,92439.99000000,92644.49000000,91935.03000000
1763517600000,92569.12000000,92865.24000000,92280.00000000
1763521200000,91874.52000000,92636.00000000,91660.49000000
1763524800000,91163.20000000,91976.12000000,91163.19000000
1763528400000,90459.99000000,91267.73000000,90025.06000000
1763532000000,90990.87000000,91104.00000000,90282.83000000
1763535600000,91863.64000000,92028.92000000,90948.37000000
1763539200000,91470.44000000,91950.00000000,91287.34000000
1763542800000,91513.72000000,91513.72000000,91072.41000000
1763546400000,91314.75000000,91700.55000000,91225.98000000
1763550000000,91410.22000000,91782.04000000,91312.00000000
1763553600000,91780.00000000,91879.85000000,91220.00000000
1763557200000,91405.02000000,91900.00000000,91228.82000000
1763560800000,91713.44000000,91857.30000000,91037.50000000
1763564400000,89951.70000000,92384.61000000,89880.00000000
1763568000000,89905.78000000,90232.56000000,89453.88000000
1763571600000,89500.01000000,90133.33000000,88889.00000000
1763575200000,89237.83000000,89744.51000000,88792.00000000
1763578800000,88884.56000000,89384.27000000,88630.71000000
1763582400000,89516.91000000,89704.39000000,88608.00000000
1763586000000,90600.68000000,90850.00000000,89450.01000000
1763589600000,90480.56000000,90635.58000000,90101.14000000
1763593200000,91554.96000000,91594.00000000,90480.56000000
1763596800000,91891.32000000,92300.00000000,91185.26000000
1763600400000,92590.13000000,92716.44000000,91820.01000000
1763604000000,92592.84000000,92798.14000000,92322.04000000
1763607600000,92440.32000000,92717.52000000,92360.84000000
1763611200000,92962.83000000,92990.00000000,92124.00000000
1763614800000,92616.20000000,93160.00000000,92566.55000000
1763618400000,91974.70000000,92851.06000000,91687.07000000
1763622000000,92320.18000000,92445.80000000,91798.24000000
1763625600000,92128.22000000,92400.94000000,92036.27000000
1763629200000,91950.00000000,92135.01000000,91440.55000000
1763632800000,91801.39000000,92062.83000000,91603.84000000
1763636400000,91934.00000000,92029.64000000,91485.40000000
1763640000000,91839.25000000,91999.99000000,91688.00000000
1763643600000,91529.36000000,92541.92000000,91451.99000000
1763647200000,91103.19000000,91682.60000000,90431.54000000
1763650800000,89869.88000000,91171.78000000,89835.34000000
1763654400000,87878.10000000,89911.73000000,87487.95000000
1763658000000,87233.81000000,88158.49000000,86395.47000000
1763661600000,86486.27000000,87769.23000000,86318.78000000
1763665200000,86921.28000000,87146.29000000,86100.00000000
1763668800000,86462.97000000,87131.07000000,86325.23000000
1763672400000,87282.60000000,87674.23000000,86429.09000000
1763676000000,88065.97000000,88250.00000000,87192.91000000
1763679600000,86637.23000000,88173.09000000,86560.00000000
1763683200000,87285.24000000,87498.94000000,86592.00000000
1763686800000,87049.86000000,87464.08000000,86834.81000000
1763690400000,85444.93000000,87067.52000000,85360.00000000
1763694000000,85821.34000000,86135.58000000,85433.39000000
1763697600000,86053.09000000,86119.19000000,85404.05000000
1763701200000,86195.08000000,86459.53000000,85825.59000000
1763704800000,85581.30000000,86255.02000000,85550.00000000
1763708400000,84049.39000000,85769.86000000,82000.00000000
1763712000000,83643.45000000,84709.89000000,83521.07000000
1763715600000,82207.84000000,83988.40000000,82104.01000000
1763719200000,82703.61000000,82911.99000000,81648.00000000
1763722800000,82309.66000000,83340.72000000,82192.49000000
1763726400000,83285.35000000,83618.13000000,80600.00000000
1763730000000,84115.28000000,84427.79000000,83116.86000000
1763733600000,84850.00000000,85496.00000000,83544.82000000
1763737200000,82932.47000000,85103.42000000,82729.54000000
1763740800000,84919.59000000,84919.60000000,82333.00000000
1763744400000,84877.07000000,85572.82000000,84565.11000000
1763748000000,84577.11000000,85083.31000000,83304.87000000
1763751600000,84209.30000000,85025.71000000,84080.00000000
1763755200000,84571.20000000,84650.00000000,83464.96000000
1763758800000,85182.14000000,85416.66000000,84351.51000000
1763762400000,84284.42000000,85404.24000000,84267.25000000
1763766000000,85129.43000000,85353.03000000,84121.38000000
1763769600000,84739.93000000,85620.00000000,84571.13000000
1763773200000,85174.28000000,85205.87000000,84588.75000000
1763776800000,84528.99000000,85205.87000000,84285.71000000
1763780400000,84440.47000000,84611.35000000,84212.39000000
1763784000000,84246.88000000,84548.30000000,83832.91000000
1763787600000,84280.92000000,84316.08000000,83868.53000000
1763791200000,84636.00000000,84799.54000000,84080.00000000
1763794800000,84580.06000000,84672.01000000,84400.00000000
1763798400000,84016.77000000,84586.62000000,83935.95000000
1763802000000,83929.52000000,84343.91000000,83666.00000000
1763805600000,83693.25000000,84211.50000000,83500.00000000
1763809200000,84098.94000000,84343.91000000,83592.45000000
1763812800000,83884.00000000,84160.80000000,83620.16000000
1763816400000,83947.89000000,84132.09000000,83653.12000000
1763820000000,84494.40000000,84755.83000000,83935.12000000
1763823600000,84284.01000000,84577.99000000,84014.39000000
1763827200000,84694.66000000,84899.00000000,84219.62000000
1763830800000,84554.20000000,84724.58000000,84423.98000000
1763834400000,84659.79000000,84678.38000000,84480.66000000
1763838000000,84609.76000000,84790.79000000,84510.53000000
1763841600000,84474.41000000,84808.22000000,84244.51000000
1763845200000,84411.30000000,84510.54000000,84237.70000000
1763848800000,85072.88000000,85260.00000000,84269.04000000
1763852400000,84739.74000000,85178.00000000,84670.56000000
1763856000000,84971.74000000,85325.94000000,84667.57000000
1763859600000,85879.83000000,86184.60000000,84950.97000000
1763863200000,86000.34000000,86349.84000000,85689.36000000
1763866800000,86308.54000000,86308.55000000,85820.68000000
