open,high,low,close,volume
2911.12000000,2916.00000000,2907.38000000,2914.31000000,703.22430000
2914.30000000,2917.66000000,2911.91000000,2913.41000000,1299.02530000
2913.40000000,2913.40000000,2898.32000000,2910.76000000,2992.58020000
2910.77000000,2912.39000000,2902.66000000,2905.95000000,1456.21860000
2905.92000000,2906.75000000,2877.15000000,2880.51000000,5684.34170000
2880.51000000,2880.51000000,2858.49000000,2859.37000000,7784.76900000
2859.36000000,2878.50000000,2857.58000000,2869.92000000,5000.45650000
2869.92000000,2885.64000000,2869.92000000,2881.32000000,5589.94890000
2881.30000000,2881.65000000,2857.32000000,2860.48000000,4680.65750000
2860.48000000,2885.62000000,2857.75000000,2885.62000000,3743.64650000
2885.63000000,2897.63000000,2874.80000000,2877.25000000,2537.58840000
2877.24000000,2885.52000000,2870.17000000,2877.67000000,1844.15740000
2877.66000000,2877.68000000,2865.99000000,2872.67000000,2000.80630000
