openTime,close,high,low
1766722800000,88660.21000000,88771.65000000,88652.00000000
1766723100000,88713.66000000,88720.00000000,88660.21000000
1766723400000,88823.90000000,88830.12000000,88713.65000000
1766723700000,88869.91000000,88869.92000000,88820.43000000
1766724000000,89040.78000000,89081.77000000,88869.91000000
1766724300000,89057.84000000,89153.17000000,89022.00000000
1766724600000,89058.39000000,89058.39000000,89011.39000000
1766724900000,88969.24000000,89058.39000000,88963.03000000
1766725200000,88999.99000000,89014.00000000,88914.21000000
1766725500000,88954.53000000,89009.09000000,88938.00000000
1766725800000,88943.07000000,88986.06000000,88914.21000000
1766726100000,88846.84000000,88943.08000000,88846.83000000
1766726400000,88897.54000000,88930.00000000,88846.83000000
1766726700000,88915.78000000,88916.03000000,88895.15000000
1766727000000,88865.50000000,88915.79000000,88842.23000000
1766727300000,88846.00000000,88887.76000000,88831.02000000
1766727600000,88868.51000000,88868.52000000,88828.06000000
1766727900000,88937.40000000,88950.00000000,88866.28000000
1766728200000,88916.39000000,88937.41000000,88857.01000000
1766728500000,88996.58000000,89045.71000000,88916.38000000
1766728800000,89054.46000000,89081.35000000,88996.58000000
1766729100000,89053.22000000,89067.26000000,89044.31000000
1766729400000,89091.08000000,89161.54000000,89041.09000000
1766729700000,89116.39000000,89152.00000000,89081.80000000
1766730000000,89092.95000000,89116.39000000,89021.85000000
1766730300000,89081.26000000,89094.29000000,89081.22000000
1766730600000,89087.34000000,89098.14000000,89049.56000000
1766730900000,89135.42000000,89147.04000000,89066.00000000
1766731200000,89249.99000000,89250.00000000,89129.23000000
1766731500000,89149.74000000,89250.00000000,89110.95000000
1766731800000,89144.33000000,89165.32000000,89118.01000000
1766732100000,89124.24000000,89227.97000000,89124.23000000
1766732400000,89157.50000000,89186.74000000,89124.23000000
1766732700000,89193.00000000,89198.18000000,89157.50000000
1766733000000,89361.78000000,89380.00000000,89182.66000000
1766733300000,89380.29000000,89400.00000000,89277.72000000
1766733600000,89474.80000000,89520.00000000,89318.00000000
1766733900000,89422.18000000,89567.75000000,89417.34000000
1766734200000,89171.21000000,89422.18000000,89167.27000000
1766734500000,88878.46000000,89218.01000000,88829.88000000
1766734800000,88772.78000000,88985.29000000,88763.74000000
1766735100000,88623.60000000,88808.96000000,88617.43000000
1766735400000,88556.90000000,88626.90000000,88541.71000000
1766735700000,88470.75000000,88568.40000000,88347.45000000
1766736000000,88690.53000000,88886.00000000,88414.81000000
1766736300000,88606.09000000,88757.12000000,88585.71000000
1766736600000,88662.35000000,88664.54000000,88502.52000000
1766736900000,88640.11000000,88719.60000000,88626.00000000
