openTime,close,high,low
1766125800000,839.36000000,839.58000000,838.97000000
1766126100000,839.47000000,840.04000000,839.01000000
1766126400000,840.59000000,840.70000000,839.44000000
1766126700000,840.30000000,840.60000000,839.76000000
1766127000000,841.40000000,841.46000000,840.09000000
1766127300000,843.72000000,843.90000000,841.39000000
1766127600000,846.21000000,846.80000000,843.69000000
1766127900000,848.31000000,848.92000000,846.11000000
1766128200000,848.48000000,850.22000000,847.32000000
1766128500000,846.48000000,849.43000000,845.21000000
1766128800000,845.33000000,846.60000000,844.93000000
1766129100000,844.89000000,846.23000000,844.48000000
1766129400000,843.91000000,845.07000000,843.27000000
1766129700000,845.69000000,846.03000000,843.90000000
1766130000000,844.31000000,845.92000000,844.27000000
1766130300000,843.17000000,844.47000000,843.02000000
1766130600000,842.38000000,843.46000000,842.25000000
1766130900000,843.15000000,843.30000000,842.37000000
1766131200000,842.83000000,844.08000000,842.76000000
1766131500000,844.33000000,844.85000000,842.56000000
1766131800000,844.44000000,844.99000000,842.80000000
1766132100000,844.56000000,845.94000000,844.18000000
1766132400000,844.16000000,844.96000000,843.96000000
1766132700000,842.45000000,844.96000000,842.15000000
1766133000000,844.10000000,844.55000000,842.20000000
1766133300000,843.52000000,844.82000000,843.27000000
1766133600000,843.30000000,844.05000000,842.95000000
1766133900000,845.27000000,845.46000000,843.30000000
1766134200000,845.57000000,845.87000000,844.73000000
1766134500000,844.88000000,845.62000000,844.65000000
1766134800000,844.37000000,845.07000000,843.89000000
1766135100000,843.96000000,844.97000000,843.59000000
1766135400000,843.69000000,844.32000000,843.36000000
1766135700000,845.67000000,845.73000000,843.59000000
1766136000000,846.18000000,846.29000000,845.24000000
1766136300000,845.99000000,846.64000000,845.71000000
1766136600000,845.41000000,847.48000000,845.32000000
1766136900000,845.64000000,846.30000000,844.83000000
1766137200000,846.07000000,846.37000000,845.40000000
1766137500000,845.48000000,846.37000000,844.89000000
1766137800000,845.45000000,846.30000000,844.40000000
1766138100000,845.58000000,845.78000000,844.92000000
1766138400000,846.56000000,847.07000000,845.10000000
1766138700000,844.54000000,846.66000000,843.99000000
1766139000000,845.18000000,845.80000000,844.53000000
1766139300000,845.21000000,845.92000000,844.62000000
1766139600000,845.12000000,845.54000000,843.90000000
1766139900000,843.86000000,845.50000000,843.35000000
1766140200000,843.82000000,845.09000000,843.69000000
1766140500000,843.62000000,844.53000000,843.61000000
1766140800000,843.56000000,844.19000000,843.12000000
1766141100000,843.75000000,844.42000000,843.56000000
1766141400000,844.51000000,844.85000000,843.51000000
1766141700000,845.40000000,845.51000000,844.48000000
1766142000000,846.52000000,846.97000000,844.70000000
1766142300000,846.37000000,846.80000000,845.99000000
1766142600000,847.61000000,847.83000000,846.28000000
1766142900000,846.81000000,847.78000000,846.73000000
1766143200000,847.00000000,847.73000000,846.59000000
1766143500000,848.43000000,848.68000000,846.99000000
1766143800000,849.11000000,849.12000000,848.28000000
1766144100000,848.52000000,849.12000000,847.66000000
1766144400000,849.18000000,849.28000000,848.51000000
1766144700000,849.01000000,849.18000000,848.89000000
1766145000000,848.88000000,849.48000000,848.56000000
1766145300000,849.10000000,849.28000000,848.79000000
1766145600000,847.75000000,849.39000000,847.39000000
1766145900000,846.55000000,848.13000000,846.55000000
1766146200000,848.90000000,848.96000000,846.52000000
1766146500000,848.27000000,849.41000000,848.12000000
1766146800000,848.30000000,848.35000000,847.93000000
1766147100000,847.61000000,848.30000000,847.60000000
1766147400000,847.39000000,847.87000000,846.86000000
1766147700000,847.49000000,848.14000000,847.24000000
1766148000000,846.65000000,847.56000000,846.56000000
1766148300000,847.20000000,847.51000000,846.46000000
1766148600000,845.99000000,847.21000000,845.54000000
1766148900000,845.57000000,846.11000000,845.55000000
1766149200000,846.67000000,846.67000000,845.57000000
1766149500000,846.60000000,847.32000000,846.50000000
1766149800000,847.26000000,847.29000000,846.28000000
1766150100000,846.99000000,847.71000000,846.94000000
1766150400000,847.60000000,847.60000000,846.29000000
1766150700000,847.93000000,847.94000000,847.42000000
1766151000000,846.11000000,848.36000000,845.81000000
1766151300000,847.78000000,848.10000000,846.10000000
1766151600000,847.64000000,847.77000000,846.99000000
1766151900000,847.78000000,847.97000000,847.44000000
1766152200000,847.79000000,848.14000000,847.69000000
1766152500000,847.78000000,848.00000000,847.36000000
1766152800000,848.06000000,848.12000000,847.06000000
1766153100000,848.27000000,848.66000000,848.06000000
1766153400000,848.99000000,849.51000000,848.20000000
1766153700000,847.09000000,849.99000000,846.86000000
1766154000000,846.24000000,847.30000000,846.24000000
1766154300000,845.86000000,846.46000000,844.39000000
1766154600000,845.14000000,847.31000000,844.85000000
1766154900000,844.71000000,846.17000000,844.05000000
1766155200000,850.00000000,850.39000000,843.60000000
1766155500000,846.73000000,850.73000000,846.54000000
1766155800000,846.11000000,846.99000000,845.49000000
1766156100000,848.29000000,848.84000000,846.11000000
1766156400000,848.54000000,848.60000000,847.52000000
1766156700000,849.13000000,849.13000000,847.77000000
1766157000000,850.67000000,850.81000000,848.13000000
1766157300000,848.60000000,855.00000000,847.88000000
1766157600000,847.83000000,848.98000000,845.00000000
1766157900000,846.61000000,848.60000000,845.90000000
1766158200000,846.51000000,847.95000000,844.75000000
1766158500000,846.69000000,847.74000000,846.20000000
1766158800000,846.11000000,846.80000000,845.60000000
1766159100000,845.45000000,846.32000000,844.44000000
1766159400000,846.26000000,846.73000000,845.31000000
1766159700000,846.60000000,846.70000000,845.70000000
1766160000000,848.60000000,849.00000000,845.95000000
1766160300000,850.26000000,850.32000000,848.10000000
1766160600000,851.01000000,851.20000000,849.60000000
1766160900000,850.26000000,851.39000000,850.01000000
1766161200000,850.12000000,850.64000000,849.62000000
1766161500000,850.17000000,850.71000000,849.80000000
1766161800000,852.52000000,853.35000000,849.86000000
1766162100000,850.81000000,853.27000000,850.69000000
1766162400000,851.60000000,851.80000000,850.33000000
1766162700000,849.80000000,851.72000000,849.70000000
1766163000000,848.74000000,849.88000000,848.74000000
1766163300000,848.28000000,848.77000000,847.40000000
1766163600000,848.94000000,849.24000000,848.20000000
1766163900000,849.66000000,850.59000000,848.40000000
1766164200000,849.22000000,850.20000000,849.22000000
1766164500000,849.01000000,850.10000000,849.01000000
1766164800000,849.31000000,849.95000000,848.33000000
1766165100000,847.31000000,849.57000000,847.29000000
1766165400000,843.97000000,847.86000000,843.73000000
1766165700000,846.12000000,846.99000000,843.96000000
1766166000000,845.65000000,846.52000000,844.90000000
1766166300000,846.61000000,846.99000000,843.60000000
1766166600000,848.04000000,848.44000000,846.43000000
1766166900000,844.95000000,849.14000000,844.95000000
1766167200000,846.00000000,846.97000000,844.96000000
1766167500000,845.69000000,846.39000000,845.49000000
1766167800000,846.38000000,846.39000000,845.67000000
1766168100000,847.47000000,848.52000000,846.00000000
1766168400000,847.76000000,848.00000000,847.21000000
1766168700000,848.04000000,849.40000000,847.75000000
1766169000000,847.43000000,848.44000000,847.00000000
1766169300000,847.52000000,848.50000000,847.30000000
1766169600000,848.18000000,848.28000000,847.32000000
1766169900000,848.00000000,848.48000000,847.36000000
1766170200000,850.70000000,851.00000000,848.01000000
1766170500000,849.33000000,850.71000000,849.24000000
1766170800000,850.13000000,850.52000000,849.33000000
1766171100000,850.18000000,850.60000000,849.56000000
1766171400000,849.93000000,850.28000000,849.61000000
1766171700000,851.39000000,851.69000000,849.75000000
1766172000000,852.41000000,852.73000000,851.32000000
1766172300000,851.93000000,852.66000000,851.54000000
1766172600000,853.04000000,853.29000000,851.43000000
1766172900000,856.10000000,857.30000000,853.04000000
1766173200000,857.12000000,857.15000000,855.51000000
1766173500000,857.65000000,857.65000000,856.27000000
1766173800000,855.52000000,857.99000000,855.44000000
1766174100000,856.15000000,856.58000000,855.52000000
1766174400000,855.92000000,857.31000000,855.54000000
1766174700000,854.78000000,856.24000000,854.55000000
1766175000000,855.96000000,856.40000000,854.23000000
1766175300000,857.60000000,857.73000000,855.78000000
1766175600000,859.19000000,859.19000000,857.39000000
1766175900000,858.42000000,859.22000000,858.16000000
1766176200000,859.13000000,859.36000000,858.03000000
1766176500000,858.87000000,860.98000000,858.84000000
1766176800000,860.17000000,860.69000000,858.86000000
1766177100000,861.42000000,861.47000000,860.05000000
1766177400000,860.65000000,862.33000000,860.45000000
1766177700000,860.44000000,860.65000000,859.65000000
1766178000000,858.76000000,860.49000000,858.76000000
1766178300000,858.75000000,858.88000000,857.54000000
1766178600000,858.38000000,858.77000000,858.10000000
1766178900000,857.61000000,858.39000000,857.60000000
1766179200000,857.68000000,857.88000000,857.48000000
1766179500000,857.33000000,858.40000000,856.55000000
1766179800000,857.30000000,858.20000000,857.19000000
1766180100000,856.70000000,857.37000000,856.70000000
1766180400000,856.06000000,856.70000000,856.06000000
1766180700000,855.89000000,856.35000000,855.89000000
1766181000000,855.53000000,856.09000000,855.41000000
1766181300000,854.84000000,855.53000000,854.24000000
1766181600000,855.85000000,856.11000000,854.83000000
1766181900000,856.52000000,857.19000000,855.84000000
1766182200000,855.80000000,856.83000000,855.61000000
1766182500000,855.92000000,856.45000000,855.67000000
1766182800000,855.89000000,856.10000000,855.79000000
1766183100000,855.95000000,856.19000000,855.47000000
1766183400000,855.77000000,856.18000000,855.49000000
1766183700000,856.09000000,856.62000000,855.76000000
1766184000000,856.61000000,856.71000000,856.06000000
1766184300000,856.28000000,856.73000000,856.14000000
1766184600000,856.32000000,856.64000000,856.13000000
1766184900000,856.28000000,856.32000000,855.93000000
1766185200000,855.40000000,856.28000000,854.92000000
1766185500000,855.24000000,855.43000000,854.72000000
1766185800000,854.87000000,855.61000000,854.77000000
1766186100000,855.43000000,855.46000000,854.71000000
1766186400000,855.99000000,856.00000000,855.10000000
1766186700000,856.22000000,856.48000000,855.99000000
1766187000000,855.71000000,856.22000000,855.49000000
1766187300000,855.27000000,855.71000000,855.11000000
1766187600000,856.56000000,856.73000000,855.27000000
1766187900000,856.78000000,857.13000000,856.51000000
1766188200000,856.47000000,856.79000000,856.18000000
1766188500000,856.17000000,856.47000000,856.16000000
1766188800000,855.39000000,856.54000000,855.05000000
1766189100000,855.21000000,855.49000000,855.00000000
1766189400000,855.77000000,856.27000000,855.16000000
1766189700000,855.83000000,856.01000000,855.60000000
1766190000000,856.76000000,856.77000000,855.76000000
1766190300000,856.92000000,857.10000000,856.16000000
1766190600000,856.76000000,856.90000000,855.76000000
1766190900000,855.83000000,856.76000000,855.63000000
1766191200000,855.63000000,855.81000000,855.54000000
1766191500000,855.22000000,855.83000000,855.06000000
1766191800000,853.95000000,855.27000000,853.76000000
1766192100000,854.26000000,854.55000000,853.96000000
1766192400000,853.13000000,854.31000000,853.12000000
1766192700000,853.69000000,853.70000000,852.83000000
1766193000000,853.39000000,853.69000000,853.38000000
1766193300000,853.20000000,854.04000000,852.87000000
1766193600000,853.31000000,853.44000000,852.74000000
1766193900000,853.04000000,853.86000000,852.85000000
1766194200000,853.29000000,853.30000000,852.81000000
1766194500000,853.11000000,853.63000000,853.01000000
1766194800000,852.72000000,853.11000000,852.71000000
1766195100000,853.21000000,853.35000000,852.71000000
1766195400000,852.76000000,853.27000000,852.75000000
1766195700000,852.78000000,852.87000000,852.39000000
1766196000000,852.72000000,853.05000000,852.59000000
1766196300000,852.89000000,853.20000000,852.71000000
1766196600000,853.12000000,853.33000000,852.81000000
1766196900000,854.52000000,854.52000000,853.12000000
1766197200000,853.90000000,854.52000000,853.89000000
1766197500000,854.56000000,854.64000000,853.84000000
1766197800000,855.51000000,855.51000000,854.47000000
1766198100000,855.40000000,855.79000000,855.18000000
1766198400000,856.76000000,856.90000000,855.38000000
1766198700000,856.10000000,856.75000000,855.83000000
1766199000000,856.10000000,856.14000000,855.86000000
1766199300000,855.80000000,856.10000000,855.79000000
1766199600000,856.61000000,856.77000000,855.79000000
1766199900000,856.79000000,857.32000000,856.61000000
1766200200000,856.27000000,856.91000000,855.84000000
1766200500000,856.27000000,856.60000000,856.26000000
1766200800000,857.07000000,857.07000000,856.26000000
1766201100000,857.67000000,857.67000000,857.06000000
1766201400000,858.92000000,859.70000000,857.61000000
1766201700000,858.85000000,859.63000000,858.74000000
1766202000000,858.62000000,859.37000000,858.61000000
1766202300000,858.75000000,858.93000000,858.51000000
1766202600000,858.59000000,858.75000000,858.54000000
1766202900000,858.41000000,858.82000000,858.40000000
1766203200000,858.12000000,858.59000000,858.00000000
1766203500000,856.55000000,858.13000000,856.50000000
1766203800000,856.36000000,856.55000000,856.18000000
1766204100000,856.62000000,856.97000000,856.36000000
1766204400000,857.07000000,857.19000000,856.61000000
1766204700000,856.89000000,857.30000000,856.64000000
1766205000000,857.73000000,857.86000000,856.84000000
1766205300000,857.75000000,857.95000000,857.72000000
1766205600000,856.53000000,857.75000000,856.52000000
1766205900000,856.17000000,856.53000000,855.97000000
1766206200000,854.89000000,856.46000000,854.89000000
1766206500000,854.36000000,854.90000000,854.11000000
1766206800000,853.33000000,854.70000000,852.18000000
1766207100000,852.91000000,853.34000000,852.45000000
1766207400000,853.18000000,853.62000000,852.91000000
1766207700000,854.48000000,854.49000000,853.10000000
1766208000000,854.76000000,855.23000000,854.34000000
1766208300000,855.02000000,855.25000000,854.77000000
1766208600000,855.46000000,855.80000000,854.90000000
1766208900000,855.51000000,855.76000000,855.32000000
1766209200000,855.73000000,856.03000000,855.11000000
1766209500000,855.06000000,855.74000000,854.82000000
1766209800000,854.61000000,855.41000000,854.56000000
1766210100000,854.15000000,854.61000000,854.04000000
1766210400000,854.59000000,854.60000000,853.98000000
1766210700000,854.62000000,854.95000000,854.59000000
1766211000000,854.80000000,855.08000000,854.52000000
1766211300000,854.60000000,854.80000000,854.36000000
1766211600000,854.21000000,854.80000000,854.20000000
1766211900000,853.63000000,854.21000000,853.45000000
1766212200000,853.30000000,853.63000000,852.43000000
1766212500000,853.18000000,853.33000000,853.11000000
1766212800000,853.05000000,853.45000000,853.00000000
1766213100000,853.99000000,854.00000000,853.00000000
1766213400000,853.49000000,854.00000000,853.18000000
1766213700000,853.80000000,853.80000000,853.29000000
1766214000000,853.45000000,854.21000000,853.44000000
1766214300000,853.19000000,853.57000000,853.00000000
1766214600000,853.37000000,853.38000000,852.80000000
1766214900000,852.46000000,853.37000000,852.26000000
1766215200000,853.04000000,853.05000000,852.46000000
1766215500000,853.75000000,853.86000000,852.69000000
1766215800000,853.97000000,854.29000000,853.34000000
1766216100000,853.62000000,854.07000000,853.61000000
1766216400000,853.70000000,854.20000000,853.60000000
1766216700000,853.77000000,854.15000000,853.60000000
1766217000000,853.50000000,854.05000000,853.50000000
1766217300000,853.85000000,854.13000000,853.50000000
1766217600000,854.59000000,854.59000000,853.84000000
1766217900000,854.52000000,854.97000000,854.32000000
1766218200000,854.57000000,854.84000000,854.51000000
1766218500000,854.93000000,854.94000000,854.56000000
1766218800000,856.11000000,856.33000000,854.93000000
1766219100000,855.94000000,856.11000000,855.91000000
1766219400000,855.58000000,855.95000000,855.54000000
1766219700000,855.36000000,855.91000000,855.30000000
1766220000000,855.34000000,855.36000000,855.26000000
1766220300000,855.13000000,855.35000000,854.79000000
1766220600000,853.57000000,855.14000000,853.57000000
1766220900000,853.61000000,853.74000000,853.40000000
1766221200000,853.73000000,854.09000000,853.31000000
1766221500000,853.37000000,853.74000000,853.21000000
1766221800000,853.41000000,853.47000000,853.32000000
1766222100000,853.40000000,853.42000000,853.24000000
1766222400000,853.62000000,853.89000000,853.39000000
1766222700000,853.41000000,853.62000000,853.36000000
1766223000000,853.41000000,854.00000000,853.40000000
1766223300000,853.60000000,854.00000000,853.40000000
1766223600000,853.84000000,853.84000000,853.20000000
1766223900000,853.74000000,853.85000000,853.73000000
1766224200000,853.70000000,853.84000000,853.65000000
1766224500000,853.25000000,853.70000000,853.07000000
1766224800000,852.58000000,853.26000000,852.33000000
1766225100000,852.71000000,852.76000000,852.58000000
1766225400000,852.65000000,852.94000000,852.65000000
1766225700000,851.84000000,852.72000000,851.83000000
1766226000000,850.96000000,851.90000000,850.95000000
1766226300000,851.36000000,851.70000000,850.95000000
1766226600000,851.22000000,851.60000000,851.03000000
1766226900000,851.41000000,851.42000000,851.22000000
1766227200000,852.50000000,852.50000000,851.40000000
1766227500000,852.40000000,852.50000000,852.20000000
1766227800000,852.57000000,852.57000000,852.32000000
1766228100000,852.48000000,852.72000000,852.48000000
1766228400000,851.93000000,852.49000000,851.92000000
1766228700000,851.65000000,851.94000000,851.61000000
1766229000000,851.70000000,851.87000000,851.35000000
1766229300000,852.05000000,852.10000000,851.20000000
1766229600000,853.12000000,853.21000000,851.88000000
1766229900000,852.71000000,853.60000000,852.71000000
1766230200000,853.39000000,853.39000000,852.71000000
1766230500000,853.75000000,853.76000000,853.36000000
1766230800000,853.49000000,853.76000000,853.49000000
1766231100000,853.55000000,853.59000000,853.49000000
1766231400000,853.14000000,853.55000000,853.13000000
1766231700000,853.57000000,853.57000000,853.13000000
1766232000000,853.21000000,853.76000000,853.07000000
1766232300000,853.69000000,853.74000000,853.05000000
1766232600000,853.20000000,853.69000000,853.20000000
1766232900000,853.05000000,853.21000000,852.95000000
1766233200000,852.91000000,853.05000000,852.78000000
1766233500000,853.08000000,853.09000000,852.91000000
1766233800000,853.22000000,853.22000000,853.05000000
1766234100000,853.06000000,853.22000000,852.87000000
1766234400000,853.13000000,853.14000000,852.98000000
1766234700000,852.88000000,853.14000000,852.75000000
1766235000000,853.14000000,853.25000000,852.85000000
1766235300000,853.14000000,853.15000000,853.12000000
1766235600000,853.45000000,853.77000000,853.13000000
1766235900000,851.82000000,853.45000000,851.54000000
1766236200000,851.69000000,852.06000000,851.69000000
1766236500000,851.61000000,852.11000000,851.17000000
1766236800000,851.88000000,852.68000000,850.90000000
1766237100000,851.58000000,852.36000000,851.50000000
1766237400000,851.92000000,851.98000000,851.30000000
1766237700000,852.39000000,852.39000000,851.91000000
1766238000000,852.53000000,852.58000000,852.16000000
1766238300000,852.77000000,853.00000000,852.53000000
1766238600000,852.93000000,852.93000000,852.76000000
1766238900000,853.10000000,853.10000000,852.93000000
1766239200000,851.75000000,853.10000000,851.61000000
1766239500000,851.45000000,851.78000000,851.00000000
1766239800000,851.55000000,851.68000000,851.45000000
1766240100000,852.00000000,852.00000000,851.54000000
1766240400000,852.07000000,852.30000000,851.68000000
1766240700000,852.12000000,852.20000000,852.06000000
1766241000000,851.96000000,852.34000000,851.95000000
1766241300000,852.35000000,852.38000000,851.90000000
1766241600000,852.26000000,852.35000000,851.71000000
1766241900000,852.71000000,852.98000000,852.26000000
1766242200000,853.00000000,853.00000000,852.69000000
1766242500000,853.05000000,853.15000000,852.92000000
1766242800000,852.02000000,853.05000000,852.01000000
1766243100000,852.25000000,852.30000000,852.01000000
1766243400000,852.49000000,852.50000000,852.24000000
1766243700000,851.60000000,852.52000000,851.60000000
1766244000000,851.94000000,852.50000000,851.60000000
1766244300000,852.07000000,852.07000000,851.80000000
1766244600000,852.19000000,852.36000000,852.05000000
1766244900000,852.83000000,853.38000000,852.19000000
1766245200000,853.18000000,853.22000000,852.83000000
1766245500000,853.38000000,853.39000000,853.13000000
1766245800000,853.53000000,853.53000000,853.38000000
1766246100000,853.97000000,853.97000000,853.52000000
1766246400000,854.00000000,854.35000000,853.64000000
1766246700000,853.99000000,854.01000000,853.75000000
1766247000000,853.72000000,854.03000000,853.50000000
1766247300000,853.72000000,853.80000000,853.49000000
1766247600000,853.61000000,853.72000000,853.50000000
1766247900000,853.21000000,853.69000000,853.20000000
1766248200000,853.20000000,853.21000000,853.05000000
1766248500000,853.29000000,853.60000000,853.19000000
1766248800000,853.38000000,853.38000000,853.23000000
1766249100000,854.06000000,854.06000000,853.38000000
1766249400000,854.12000000,854.23000000,854.00000000
1766249700000,854.26000000,854.27000000,854.12000000
1766250000000,854.48000000,854.56000000,854.27000000
1766250300000,854.01000000,854.60000000,854.01000000
1766250600000,854.12000000,854.12000000,853.60000000
1766250900000,854.39000000,854.40000000,854.07000000
1766251200000,854.36000000,854.40000000,854.32000000
